date,year,output_at_basic_values_current_prices_nok_million,intermediate_consumption_current_prices_nok_million,value_added_at_basic_prices_current_prices_nok_million,compensation_of_employees_current_prices_nok_million,taxes_on_production_current_prices_nok_million,subsidies_on_production_current_prices_nok_million,consumption_of_fixed_capital_current_prices_nok_million,operation_surplus_current_prices_nok_million,output_at_basic_values_constant_2015_price_nok_million,intermediate_consumption_constant_2015_prices_nok_million,value_added_at_basic_prices_constant_2015_prices_nok_million,output_at_basic_values_annual_change_in_volume_per_cent,intermediate_consumption_annual_change_in_volume_per_cent,value_added_at_basic_prices_annual_change_in_volume_per_cent,output_at_basic_values_annual_change_in_prices_per_cent,intermediate_consumption_annual_change_in_prices_per_cent,value_added_at_basic_prices_annual_change_in_prices_per_cent,name
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2008-12-31,2008,3573,1487,2086,412,2,26,187,1511,3032,1492,139,14.7,3.4,18.3,48.6,7.8,131.2,Mining of coal and lignite
2009-12-31,2009,2177,1020,1157,345,3,17,189,637,2135,1026,98,-29.6,-31.2,-29.1,-13.5,-0.3,-21.7,Mining of coal and lignite
2010-12-31,2010,1642,757,885,293,3,16,173,432,1940,754,94,-9.1,-26.6,-4.4,-17,1.1,-20,Mining of coal and lignite
2011-12-31,2011,1386,820,566,286,4,16,182,110,1291,799,55,-33.4,6.1,-41.6,26.8,2.1,9.6,Mining of coal and lignite
2012-12-31,2012,889,696,193,317,8,18,187,-301,755,672,27,-41.6,-16,-51.2,9.8,1,-30.1,Mining of coal and lignite
2013-12-31,2013,1312,881,431,308,6,20,197,-60,1084,925,39,43.6,37.6,47.5,2.7,-8,51.4,Mining of coal and lignite
2014-12-31,2014,1086,1218,-132,268,4,20,220,-604,1016,1243,27,-6.3,34.4,-30.9,-11.7,2.9,NA,Mining of coal and lignite
2015-12-31,2015,628,607,21,231,8,20,238,-436,628,607,21,-38.2,-51.1,-22.9,-6.4,2,NA,Mining of coal and lignite
2016-12-31,2016,527,375,152,142,7,23,242,-216,451,380,17,-28.2,-37.4,-21.3,16.9,-1.3,819.6,Mining of coal and lignite
2017-12-31,2017,106,153,-47,94,8,3,244,-390,88,148,1,-80.5,-61.1,-92,2.9,4.8,NA,Mining of coal and lignite
2018-12-31,2018,153,152,1,91,8,3,389,-484,133,154,4,50.9,3.9,187.2,-4.4,-4.4,NA,Mining of coal and lignite
2019-12-31,2019,153,62,91,97,8,1,467,-480,131,66,6,-1.3,-57.2,57.3,1.3,-4.6,5684,Mining of coal and lignite
2020-12-31,2020,103,63,40,103,8,0,370,-441,88,121,2,-33.3,83.9,-66.7,1,-44.7,32.1,Mining of coal and lignite
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
2008-12-31,2008,687655,51529,636126,23534,6153,302,79796,526945,575789,56681,518094,-1.8,14.2,-3.2,30.8,6.1,33.3,Oil and gas extraction
2009-12-31,2009,491696,52183,439513,27381,3690,321,87700,321063,563752,56768,506321,-2.1,0.2,-2.3,-27,1.1,-29.3,Oil and gas extraction
2010-12-31,2010,543107,53549,489558,29082,3603,341,94045,363169,541572,57101,483682,-3.9,0.6,-4.5,15,2,16.6,Oil and gas extraction
2011-12-31,2011,662959,49179,613780,33037,3512,361,100488,477104,522770,51078,470634,-3.5,-10.5,-2.7,26.5,2.7,28.9,Oil and gas extraction
2012-12-31,2012,706342,57395,648947,36795,3017,426,106396,503165,521021,58532,463430,-0.3,14.6,-1.5,6.9,1.8,7.4,Oil and gas extraction
2013-12-31,2013,685560,58771,626789,40327,3682,427,116484,466723,502530,57237,446435,-3.5,-2.2,-3.7,0.6,4.7,0.3,Oil and gas extraction
2014-12-31,2014,647901,65562,582339,41295,5263,448,134885,401344,512292,62066,452389,1.9,8.4,1.3,-7.3,2.9,-8.3,Oil and gas extraction
2015-12-31,2015,520168,50778,469390,39189,5653,429,146380,278597,520168,50778,469390,1.5,-18.2,3.8,-20.9,-5.3,-22.3,Oil and gas extraction
2016-12-31,2016,427365,48782,378583,37791,5743,442,146292,189199,529530,50047,479483,1.8,-1.4,2.2,-19.3,-2.5,-21,Oil and gas extraction
2017-12-31,2017,524431,42624,481807,36675,5948,442,138067,301559,553507,51629,502038,4.5,3.2,4.7,17.4,-15.3,21.5,Oil and gas extraction
2018-12-31,2018,656819,51722,605097,38516,6743,456,139491,420803,536777,60864,477578,-3,17.9,-4.9,29.1,2.9,32,Oil and gas extraction
2019-12-31,2019,536431,51141,485290,41306,7543,477,142775,294143,512721,59802,455057,-4.5,-1.7,-4.7,-14.5,0.6,-15.8,Oil and gas extraction
2020-12-31,2020,402933,45913,357020,41620,7786,780,153944,154450,559179,55626,503984,9.1,-7,10.8,-31.1,-3.5,-33.6,Oil and gas extraction
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oil and gas extraction
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2008-12-31,2008,976,502,474,246,10,0,140,78,1444,575,977,25,32.4,19.4,-0.3,11.6,-10.4,Mining of metal ores
2009-12-31,2009,843,512,331,320,11,0,152,-152,1226,621,591,-15.1,8,-39.5,1.7,-5.5,15.3,Mining of metal ores
2010-12-31,2010,1838,1263,575,464,12,0,264,-165,2508,1444,952,104.5,132.6,61,6.6,6,7.9,Mining of metal ores
2011-12-31,2011,2626,1497,1129,513,12,7,287,324,2925,1603,1229,16.6,11,29,22.5,6.8,52.2,Mining of metal ores
2012-12-31,2012,2973,1578,1395,571,17,7,307,507,3103,1658,1348,6.1,3.4,9.7,6.7,1.9,12.7,Mining of metal ores
2013-12-31,2013,2975,1744,1231,634,11,9,320,275,3129,1737,1299,0.8,4.8,-3.6,-0.8,5.5,-8.5,Mining of metal ores
2014-12-31,2014,2716,1805,911,629,11,0,333,-62,3039,1706,1241,-2.9,-1.8,-4.5,-6,5.4,-22.5,Mining of metal ores
2015-12-31,2015,2231,1100,1131,639,13,0,337,142,2231,1100,1131,-26.6,-35.5,-8.9,11.9,-5.5,36.3,Mining of metal ores
2016-12-31,2016,1496,679,817,456,12,3,324,28,1729,680,1049,-22.5,-38.2,-7.3,-13.5,-0.1,-22.1,Mining of metal ores
2017-12-31,2017,1782,828,954,440,12,0,309,193,1537,600,939,-11.1,-11.8,-10.5,34,38.2,30.5,Mining of metal ores
2018-12-31,2018,1702,792,910,447,10,1,298,156,1391,553,835,-9.5,-7.9,-11,5.6,3.8,7.2,Mining of metal ores
2019-12-31,2019,2059,733,1326,468,10,2,295,555,1529,482,1084,9.9,-12.9,29.8,10,6.2,12.3,Mining of metal ores
2020-12-31,2020,2757,1078,1679,541,10,10,335,803,1830,723,1115,19.7,50.2,2.9,11.8,-2.1,23.1,Mining of metal ores
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2008-12-31,2008,9418,6372,3046,1896,4,0,516,630,11230,7123,4168,-0.2,2.4,-4.9,6,9.4,-0.6,Other mining and quarrying
2009-12-31,2009,8421,5725,2696,1717,4,0,568,407,9747,6495,3235,-13.2,-8.8,-22.4,3,-1.5,14,Other mining and quarrying
2010-12-31,2010,8866,5808,3058,1662,4,0,638,754,10279,6545,3734,5.5,0.8,15.4,-0.2,0.7,-1.7,Other mining and quarrying
2011-12-31,2011,10381,6929,3452,1898,4,0,644,906,11703,7537,4158,13.9,15.2,11.3,2.8,3.6,1.4,Other mining and quarrying
2012-12-31,2012,10719,7035,3684,2093,1,0,707,883,11638,7245,4412,-0.6,-3.9,6.1,3.8,5.6,0.6,Other mining and quarrying
2013-12-31,2013,11099,7286,3813,2069,1,0,767,976,11691,7398,4292,0.5,2.1,-2.7,3.1,1.4,6.4,Other mining and quarrying
2014-12-31,2014,11514,7381,4133,2157,5,0,801,1170,11947,7447,4512,2.2,0.7,5.1,1.5,0.6,3.1,Other mining and quarrying
2015-12-31,2015,11925,7577,4348,2156,12,0,814,1366,11925,7577,4348,-0.2,1.7,-3.6,3.8,0.9,9.2,Other mining and quarrying
2016-12-31,2016,11643,7518,4125,2261,15,1,836,1014,11787,7591,4196,-1.2,0.2,-3.5,-1.2,-1,-1.7,Other mining and quarrying
2017-12-31,2017,12579,8214,4365,2310,16,1,867,1173,12016,8115,3898,1.9,6.9,-7.1,6,2.2,13.9,Other mining and quarrying
2018-12-31,2018,13192,8527,4665,2469,16,2,912,1270,11979,8205,3782,-0.3,1.1,-3,5.2,2.7,10.2,Other mining and quarrying
2019-12-31,2019,14037,9053,4984,2565,17,1,1017,1386,12480,8448,4024,4.2,3,6.4,2.1,3.1,0.4,Other mining and quarrying
2020-12-31,2020,13101,8370,4731,2581,17,15,1175,973,11015,7991,3090,-11.7,-5.4,-23.2,5.7,-2.3,23.6,Other mining and quarrying
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining support service activities
