parentcode_indus,industryparentname,year,number,code_indus,kvartal,gangmed,direkint,heldelt,sys11a,sys11b,sys11c,sys13,sys14a,sys14b,sys14c,sys15a,sys15b,sys24a,sys24b,sys24c,sys26,bi26,sys34a,sys35a,sys36a,sys36c,nj58,nj59c,nj59d,nj59e,nj59f,nj59g,utd105a,utda8,utd105,utd112,utd114,utd115a,utd115b,spm120,alder_aar,alder_uke,betrkt,antarbfh,hstat,hfravgr1,hfravlen,htimpruz,havtarbz,bstat,bfravgr1,btimpruz,bavtarbz,savtarbz,sstat,stimpruz,hfakarbz,bfakarbz,sfakarbz,undersys,antbarn_uke,tu2,tu3,tu4,tu5a,tu5b,tu6,tu7a,tu7b,tu7c,tu8a,tu8b,tu8c,tu8d,tu8e,tu8f,tu9a1,tu9a2,tu9a3,tu9a4,tu9a5,tu9b1,tu9b2,tu9b3,tu9b4,tu9b5,tu10a,tu10b,tu10c,tu11,tu12,tu12b,tu14,tu15,tu16,tu17,tu18,tu18b,tu19,tu31,tuvekt,aldbarn,bnar,utd_bu,ans,nj59b,eier,y_kode1_styrk08,y_kode3_styrk08,onskarbx,tu1a,tu1b,tu5,tu7,tu8,tu9a,tu9b,tu9c,tu13,tu14a,tu14b,tu14c,tu20,tu21,tu22,tu23,tu24,tu25,tu26,tu10ny,tu15a,tu15aa,tu21b,tu32,tux1,tux2,tux3,tux4a,tux4b,tux4c,tux4d,industry,is.male,is.union,has.education.primary,has.education.juniorhigh,has.education.some.hs,has.education.finished.hs,has.education.trade.school,has.education.bachelor,has.education.master,has.education.doctor,has.education.ungiven,twentyandyounger,lessthantwenty,twenty,thirty,fourty,fifty,sixty,seventy
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2014,NA,NA,4,4.5851851851851855,NA,NA,NA,2057.608333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.54444444444445,39.43240740740741,NA,NA,NA,NA,NA,217.19628086417592,217.09044753083333,NA,NA,NA,NA,310.72686728391665,NA,310.8549228394815,29.541358024666668,NA,30.58842592590741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.26454934826853,NA,NA,NA,NA,NA,NA,4301.5574074074075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5583333333333333,0.23055555555555557,9.25925925925926e-4,0,0,0,0,0,0,0,0,0.09074074074074076,0.09074074074074076,0.24444444444444444,0.17777777777777778,0.22870370370370371,0.175,0.08055555555555556,0.00277777777777777
I,Accommodation and food service activities,2016,NA,NA,4,4.514150943396227,NA,NA,NA,2124.2216981132074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.155660377358494,36.08490566037736,NA,NA,NA,NA,NA,501.20361635216983,501.8183962263679,NA,NA,NA,NA,1447.005896226368,NA,1917.9323899370752,26.093553459056604,NA,27.936006289245285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.8994106533962,NA,NA,NA,NA,NA,NA,4968.8490566037735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42924528301886794,0.2358490566037736,0.00943396226415094,0,0,0,0,0,0,0,0,0.11320754716981132,0.11320754716981132,0.28773584905660377,0.2216981132075472,0.18867924528301888,0.14622641509433962,0.04245283018867924,0
U,Activities of extraterritorial organisations and bodies,2016,NA,NA,4,5,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,53,NA,NA,NA,NA,NA,42.5,42.5,NA,NA,NA,NA,42.5,NA,42.5,21.5,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.30535209,NA,NA,NA,NA,NA,NA,1114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
T,Activities of household as employers; undifferentiated goods- and services-producing activities of households for own account,2016,NA,NA,4,2,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,6,NA,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.15978627,NA,NA,NA,NA,NA,NA,5311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N,Administrative and support service activities,2016,NA,NA,4,4.4751958224543085,NA,NA,NA,2092.6553524804176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.26631853785901,42.18015665796344,NA,NA,NA,NA,NA,32.859225413368144,32.72584856391645,NA,NA,NA,NA,816.493037423786,NA,816.6094429938643,27.533768494308095,NA,28.2409051348564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.64999552383813,NA,NA,NA,NA,NA,NA,5375.963446475196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5953002610966057,0.3524804177545692,0.01044386422976501,0,0,0,0,0,0,0,0,0.02349869451697128,0.02349869451697128,0.22193211488250653,0.2193211488250653,0.22715404699738903,0.216710182767624,0.08877284595300261,0.00261096605744125
A,"Agriculture, forestry and fishing",2016,NA,NA,4,4.576923076923077,NA,NA,NA,2268.783653846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.26923076923077,47.125,NA,NA,NA,NA,NA,518.6879006410096,518.4170673076923,NA,NA,NA,NA,1001.8657852563942,NA,1002.3072916666346,34.34415064100961,NA,36.96594551278846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.2393356112981,NA,NA,NA,NA,NA,NA,6021.7067307692305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7596153846153846,0.10096153846153846,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0.12980769230769232,0.12980769230769232,0.17307692307692307,0.2644230769230769,0.21634615384615383,0.02403846153846154
R,"Arts, entertainment and recreation",2016,NA,NA,4,4.5064935064935066,NA,NA,NA,2163.3376623376626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.68181818181818,38.603896103896105,NA,NA,NA,NA,NA,27.434307359285715,26.694047619025973,NA,NA,NA,NA,1976.918073593052,NA,1977.586904761883,23.86396103896104,NA,26.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.17058007097404,NA,NA,NA,NA,NA,NA,3393.844155844156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5064935064935064,0.3181818181818182,0.00649350649350649,0,0,0,0,0,0,0,0,0.15584415584415584,0.15584415584415584,0.2012987012987013,0.1948051948051948,0.2012987012987013,0.17532467532467533,0.05844155844155844,0.01298701298701298
F,Construction,2016,NA,NA,4,4.428152492668621,NA,NA,NA,2101.3284457478007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.719941348973606,41.61290322580645,NA,NA,NA,NA,NA,330.5963831866716,183.84987781032257,NA,NA,NA,NA,331.33961388070384,NA,624.7019550341789,32.585215053695016,NA,33.34254643199414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.7158860663343,NA,NA,NA,NA,NA,NA,6130.00146627566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8929618768328446,0.3020527859237537,0,0,0,0,0,0,0,0,0,0.03812316715542522,0.03812316715542522,0.22287390029325513,0.20821114369501467,0.23607038123167157,0.20674486803519063,0.08357771260997067,0.00439882697947214
P,Education,2016,NA,NA,4,4.4091486658195675,NA,NA,NA,2057.546378653113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.22998729351969,45.11689961880559,NA,NA,NA,NA,NA,414.83333333329097,414.6322956374079,NA,NA,NA,NA,923.993795002084,NA,924.205633206226,27.43386276996188,NA,28.829669631461247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.58255981656924,NA,NA,NA,NA,NA,NA,2793.143583227446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3240152477763659,0.7890724269377383,0,0,0,0,0,0,0,0,0,0.01143583227445997,0.01143583227445997,0.1372299872935197,0.20330368487928843,0.2947903430749682,0.22998729351969505,0.12198221092757308,0.00127064803049555
D,"Electricity, gas, steam and air conditioning supply",2016,NA,NA,4,4.632352941176471,NA,NA,NA,2002.8529411764705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80882352941177,45.75,NA,NA,NA,NA,NA,36.518382352941174,37.09191176470589,NA,NA,NA,NA,1507.4154411764705,NA,1506.841911764706,36.53063725485294,NA,36.861519607794115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.02215449014705,NA,NA,NA,NA,NA,NA,3242.205882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7058823529411765,0.6323529411764706,0,0,0,0,0,0,0,0,0,0.02941176470588235,0.02941176470588235,0.17647058823529413,0.08823529411764706,0.3088235294117647,0.27941176470588236,0.10294117647058824,0.01470588235294117
K,Financial and insurance activities,2016,NA,NA,4,4.46,NA,NA,NA,2110.1466666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.95333333333333,44.806666666666665,NA,NA,NA,NA,NA,703.0422222222,36.31555555553334,NA,NA,NA,NA,36.47555555553333,NA,703.2022222222,33.6324444444,NA,33.7924444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.6023444278,NA,NA,NA,NA,NA,NA,3004.0866666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5266666666666666,0.5666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.22,0.2,0.3,0.11333333333333331,0
Q,Human health and social work activities,2016,NA,NA,4,4.432739059967585,NA,NA,NA,2084.87358184765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.198811453268505,43.0977849810913,NA,NA,NA,NA,NA,192.8988114532523,192.1080587069584,NA,NA,NA,NA,409.37282549968126,NA,518.1793805150189,25.58076715284711,NA,26.77435620381415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.5363353062669,NA,NA,NA,NA,NA,NA,3802.8611561318207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19502971366828745,0.7039438141545111,0,0,0,0,0,0,0,0,0,0.02323068611561318,0.02323068611561318,0.1842247433819557,0.2258238789843328,0.24473257698541329,0.20799567801188543,0.11129119394921665,0.00270124257158292
J,Information and communication,2016,NA,NA,4,4.4338461538461535,NA,NA,NA,2081.729230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.283076923076926,42.17230769230769,NA,NA,NA,NA,NA,344.22461538458464,344.1051282051077,NA,NA,NA,NA,651.9805128204923,NA,652.1384615384308,32.851538461507694,NA,33.163846153815385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.85459083923075,NA,NA,NA,NA,NA,NA,2686.633846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7323076923076923,0.37538461538461537,0.00307692307692307,0,0,0,0,0,0,0,0,0.00615384615384615,0.00615384615384615,0.1753846153846154,0.28307692307692306,0.28,0.19384615384615383,0.05846153846153846,0.00307692307692307
C,Manufacturing,2016,NA,NA,4,4.491202346041056,NA,NA,NA,2074.343108504399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.089442815249264,43.96627565982405,NA,NA,NA,NA,NA,36.67003910065982,36.37104105570381,NA,NA,NA,NA,37.06605571846041,NA,37.37898338218475,32.40588954055718,NA,33.1199657868915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.6132854839003,NA,NA,NA,NA,NA,NA,5001.683284457478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7683284457478006,0.5366568914956011,0.00146627565982404,0,0,0,0,0,0,0,0,0.01612903225806451,0.01612903225806451,0.1583577712609971,0.2155425219941349,0.2727272727272727,0.2287390029325513,0.10703812316715544,0.00146627565982404
B,Mining and quarrying,2016,NA,NA,4,4.4939024390243905,NA,NA,NA,2052.451219512195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.829268292682926,44.69512195121951,NA,NA,NA,NA,NA,646.126016260061,643.4456300812195,NA,NA,NA,NA,644.9303861787805,NA,647.610772357622,30.558943089390244,NA,31.696138211341463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.80161738963415,NA,NA,NA,NA,NA,NA,4628.579268292683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8597560975609756,0.7073170731707317,0,0,0,0,0,0,0,0,0,0,0,0.0975609756097561,0.3048780487804878,0.2682926829268293,0.2195121951219512,0.1097560975609756,0
S,Other service activities,2016,NA,NA,4,4.35754189944134,NA,NA,NA,2052.195530726257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.79888268156424,43.70391061452514,NA,NA,NA,NA,NA,31.610335195530727,31.64944134078212,NA,NA,NA,NA,33.201117318435756,NA,33.24022346368715,25.6196461824581,NA,27.09031657351955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.14356423597764,NA,NA,NA,NA,NA,NA,4080.9944134078214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3463687150837989,0.3687150837988827,0,0,0,0,0,0,0,0,0,0.03910614525139665,0.03910614525139665,0.18435754189944137,0.21787709497206703,0.2011173184357542,0.24022346368715083,0.10614525139664804,0.0111731843575419
M,"Professional, scientific and technical activities",2016,NA,NA,4,4.531876138433516,NA,NA,NA,2139.271402550091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.09289617486339,43.98907103825137,NA,NA,NA,NA,NA,36.34253187612022,36.08387978140255,NA,NA,NA,NA,583.1221311475227,NA,583.3880692167395,31.64523375830601,NA,32.3501517910929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.3479979638616,NA,NA,NA,NA,NA,NA,2864.624772313297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6193078324225865,0.395264116575592,0,0,0,0,0,0,0,0,0,0.00546448087431694,0.00546448087431694,0.16393442622950818,0.2768670309653916,0.2204007285974499,0.19672131147540983,0.13114754098360656,0.00546448087431694
O,Public administration and defence; compulsory social security,2016,NA,NA,4,4.341538461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.77076923076923,45.64153846153846,NA,NA,NA,NA,NA,36.402820512784615,36.33935897432307,NA,NA,NA,NA,190.86935897432303,NA,190.8820512820154,32.13428205123077,NA,32.79351282046154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.3628110804154,NA,NA,NA,NA,NA,NA,2709.0184615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5246153846153846,0.816923076923077,0,0,0,0,0,0,0,0,0,0.01076923076923076,0.01076923076923076,0.13076923076923078,0.19076923076923075,0.2784615384615385,0.28,0.1046153846153846,0.00461538461538461
L,Real estate activities,2016,NA,NA,4,4.485294117647059,NA,NA,NA,2124.0882352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.35294117647059,47.23529411764706,NA,NA,NA,NA,NA,33.75367647058823,32.966911764705884,NA,NA,NA,NA,1503.4485294117646,NA,1504.235294117647,26.659313725441177,NA,27.08210784308823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.8755980822059,NA,NA,NA,NA,NA,NA,3642.029411764706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6617647058823529,0.2647058823529412,0,0,0,0,0,0,0,0,0,0.01470588235294117,0.01470588235294117,0.1176470588235294,0.19117647058823528,0.2647058823529412,0.2058823529411765,0.17647058823529413,0.02941176470588235
H,Transportation and storage,2016,NA,NA,4,4.348837209302325,NA,NA,NA,2122.5792811839324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.904862579281186,45.809725158562365,NA,NA,NA,NA,NA,36.41698379137421,35.9634249471036,NA,NA,NA,NA,459.8314658209514,NA,460.2807963354123,31.763495419281185,NA,32.84242424238901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.65508842033825,NA,NA,NA,NA,NA,NA,5868.737843551797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8224101479915433,0.49682875264270615,0,0,0,0,0,0,0,0,0,0.01057082452431289,0.01057082452431289,0.11205073995771672,0.21987315010570824,0.2642706131078224,0.2558139534883721,0.13107822410147993,0.00634249471458773
E,"Water supply; sewerage, waste management and remediation activities",2016,NA,NA,4,4.48936170212766,NA,NA,NA,2178.127659574468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.48936170212766,45.340425531914896,NA,NA,NA,NA,NA,35.51241134744681,35.51241134744681,NA,NA,NA,NA,35.75709219851064,NA,2162.597517730426,29.19468085106383,NA,31.74787234042553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.66950669957447,NA,NA,NA,NA,NA,NA,5906.68085106383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7659574468085106,0.574468085106383,0,0,0,0,0,0,0,0,0,0,0,0.1276595744680851,0.2127659574468085,0.2978723404255319,0.2765957446808511,0.0851063829787234,0
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2016,NA,NA,4,4.4760302775441545,NA,NA,NA,2102.1320437342306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.96299411269975,39.86291000841043,NA,NA,NA,NA,NA,31.612447434793943,31.39892066158957,NA,NA,NA,NA,200.8391365292683,NA,453.32263807118585,28.54792542749369,NA,29.594042612809083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.23937580295205,NA,NA,NA,NA,NA,NA,4392.301093355761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552565180824222,0.24558452481076537,8.410428931875525e-4,0,0,0,0,0,0,0,0,0.07232968881412952,0.07232968881412952,0.2430613961312027,0.19259882253994953,0.2220353238015139,0.19428090832632464,0.07064760302775441,0.00504625735912531
