parentcode_indus,industryparentname,year,number,code_indus,kvartal,gangmed,direkint,heldelt,sys11a,sys11b,sys11c,sys13,sys14a,sys14b,sys14c,sys15a,sys15b,sys24a,sys24b,sys24c,sys26,bi26,sys34a,sys35a,sys36a,sys36c,nj58,nj59c,nj59d,nj59e,nj59f,nj59g,utd105a,utda8,utd105,utd112,utd114,utd115a,utd115b,spm120,alder_aar,alder_uke,betrkt,antarbfh,hstat,hfravgr1,hfravlen,htimpruz,havtarbz,bstat,bfravgr1,btimpruz,bavtarbz,savtarbz,sstat,stimpruz,hfakarbz,bfakarbz,sfakarbz,undersys,antbarn_uke,tu2,tu3,tu4,tu5a,tu5b,tu6,tu7a,tu7b,tu7c,tu8a,tu8b,tu8c,tu8d,tu8e,tu8f,tu9a1,tu9a2,tu9a3,tu9a4,tu9a5,tu9b1,tu9b2,tu9b3,tu9b4,tu9b5,tu10a,tu10b,tu10c,tu11,tu12,tu12b,tu14,tu15,tu16,tu17,tu18,tu18b,tu19,tu31,tuvekt,aldbarn,bnar,utd_bu,ans,nj59b,eier,y_kode1_styrk08,y_kode3_styrk08,onskarbx,tu1a,tu1b,tu5,tu7,tu8,tu9a,tu9b,tu9c,tu13,tu14a,tu14b,tu14c,tu20,tu21,tu22,tu23,tu24,tu25,tu26,tu10ny,tu15a,tu15aa,tu21b,tu32,tux1,tux2,tux3,tux4a,tux4b,tux4c,tux4d,industry,is.male,is.union,has.education.primary,has.education.juniorhigh,has.education.some.hs,has.education.finished.hs,has.education.trade.school,has.education.bachelor,has.education.master,has.education.doctor,has.education.ungiven,twentyandyounger,lessthantwenty,twenty,thirty,fourty,fifty,sixty,seventy
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2013,NA,NA,4,4.407300672430355,NA,NA,NA,2059.176753121998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.46205571565802,38.36599423631124,NA,NA,NA,NA,NA,222.9756003842075,126.54524495673392,NA,NA,NA,NA,607.4671950047647,NA,992.058453410144,27.86128722380403,NA,28.638664745417863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.9361816699712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5408261287223823,0.23439000960614795,0.00192122958693563,0,0,0,0,0,0,0,0,0.11335254562920268,0.11335254562920268,0.24591738712776176,0.17579250720461095,0.24015369836695483,0.15946205571565802,0.06340057636887608,0.00192122958693563
I,Accommodation and food service activities,2014,NA,NA,4,4.204081632653061,NA,NA,NA,2041.3551020408163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.40408163265306,33.30612244897959,NA,NA,NA,NA,NA,435.83605442167345,434.6482993196734,NA,NA,NA,NA,435.9411564625306,NA,845.1952380951428,23.944897959142857,NA,25.144897959142856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.3585795617143,NA,NA,NA,NA,NA,NA,5113.306122448979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2122448979591837,0.00816326530612245,0,0,0,0,0,0,0,0,0.16326530612244897,0.16326530612244897,0.33877551020408164,0.2122448979591837,0.15510204081632653,0.09795918367346938,0.0326530612244898,0
U,Activities of extraterritorial organisations and bodies,2014,NA,NA,4,5.666666666666667,NA,NA,NA,2000.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,46,NA,NA,NA,NA,NA,31.666666666666668,31.666666666666668,NA,NA,NA,NA,31.666666666666668,NA,31.666666666666668,31.666666666666668,NA,31.666666666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.5143282866667,NA,NA,NA,NA,NA,NA,4384.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.6666666666666666,0,0
T,Activities of household as employers; undifferentiated goods- and services-producing activities of households for own account,2014,NA,NA,4,3.857142857142857,NA,NA,NA,3150.8571428571427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.42857142857143,38.42857142857143,NA,NA,NA,NA,NA,15.357142857142858,15.357142857142858,NA,NA,NA,NA,15.357142857142858,NA,15.357142857142858,14.357142857142858,NA,14.357142857142858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.71918054857144,NA,NA,NA,NA,NA,NA,6330.714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2857142857142857,0.2857142857142857,0,0,0,0,0,0,0,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0,0,0.2857142857142857,0.14285714285714285,0
N,Administrative and support service activities,2014,NA,NA,4,4.448753462603878,NA,NA,NA,2140.3185595567866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.908587257617725,41.75346260387812,NA,NA,NA,NA,NA,587.2230840257895,586.8287165281164,NA,NA,NA,NA,587.8882733148199,NA,588.422530009169,27.994459833767312,NA,29.105263157867036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.95784919709143,NA,NA,NA,NA,NA,NA,5199.9196675900275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5429362880886427,0.3296398891966759,0.00277008310249307,0,0,0,0,0,0,0,0,0.0221606648199446,0.0221606648199446,0.22714681440443213,0.2188365650969529,0.2659279778393352,0.1745152354570637,0.08587257617728532,0.00554016620498615
A,"Agriculture, forestry and fishing",2014,NA,NA,4,4.484210526315789,NA,NA,NA,2038.2947368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.85263157894737,47.7,NA,NA,NA,NA,NA,567.7061403508948,566.9850877193157,NA,NA,NA,NA,1095.4745614035264,NA,1096.2982456140526,36.48771929826316,NA,38.88611360868421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.070922043,NA,NA,NA,NA,NA,NA,5900.821052631579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7894736842105263,0.12105263157894736,0.00526315789473684,0,0,0,0,0,0,0,0,0.05263157894736842,0.05263157894736842,0.08421052631578947,0.1368421052631579,0.25263157894736843,0.2631578947368421,0.2,0.01052631578947368
R,"Arts, entertainment and recreation",2014,NA,NA,4,4.430303030303031,NA,NA,NA,2151.6181818181817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.09090909090909,39.981818181818184,NA,NA,NA,NA,NA,27.703030302969697,27.596969696909092,NA,NA,NA,NA,636.2318181817576,NA,636.506060606,24.159090909030304,NA,26.578787878727272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.5849053861212,NA,NA,NA,NA,NA,NA,3441.230303030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4484848484848485,0.3212121212121212,0,0,0,0,0,0,0,0,0,0.10909090909090909,0.10909090909090909,0.20606060606060608,0.21212121212121213,0.17575757575757575,0.16363636363636364,0.12121212121212122,0.01212121212121212
F,Construction,2014,NA,NA,4,4.584397163120568,NA,NA,NA,2062.1021276595743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.13900709219858,41.03120567375886,NA,NA,NA,NA,NA,320.95401891251066,320.98416075648225,NA,NA,NA,NA,321.6809692671206,NA,321.70165484631207,33.06560283685106,NA,33.78226950351773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.48025357025534,NA,NA,NA,NA,NA,NA,6267.01134751773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9120567375886524,0.3276595744680851,0,0,0,0,0,0,0,0,0,0.04397163120567376,0.04397163120567376,0.2198581560283688,0.21418439716312057,0.24680851063829787,0.19432624113475175,0.07943262411347518,0.00141843971631205
P,Education,2014,NA,NA,4,4.631443298969073,NA,NA,NA,2054.530927835051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.172680412371136,46.06185567010309,NA,NA,NA,NA,NA,291.3583977662758,162.47867268036083,NA,NA,NA,NA,550.3165163229768,NA,1065.643621133982,27.328157216469073,NA,28.6390784682732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.7735081041366,NA,NA,NA,NA,NA,NA,2777.458762886598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3853092783505155,0.8144329896907216,0,0,0,0,0,0,0,0,0,0.01288659793814433,0.01288659793814433,0.10695876288659792,0.21520618556701032,0.2693298969072165,0.25773195876288657,0.13659793814432988,0.00128865979381443
D,"Electricity, gas, steam and air conditioning supply",2014,NA,NA,4,4.586206896551724,NA,NA,NA,1995.3793103448277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.310344827586206,47.206896551724135,NA,NA,NA,NA,NA,35.0301724137931,35.202586206896555,NA,NA,NA,NA,35.73706896551724,NA,35.599137931034484,31.948275862068964,NA,32.241379310344826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.1396901117241,NA,NA,NA,NA,NA,NA,4359.068965517241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7586206896551724,0.8103448275862069,0,0,0,0,0,0,0,0,0,0.06896551724137931,0.06896551724137931,0.1206896551724138,0.10344827586206896,0.22413793103448276,0.29310344827586204,0.1724137931034483,0.01724137931034482
K,Financial and insurance activities,2014,NA,NA,4,4.604060913705584,NA,NA,NA,2042.5939086294416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.52791878172589,44.43654822335025,NA,NA,NA,NA,NA,36.09306260568528,35.79314720807107,NA,NA,NA,NA,36.203045685228425,NA,36.52326565137056,31.24830795253807,NA,31.563028764720812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.6389311806091,NA,NA,NA,NA,NA,NA,2868.9289340101523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4873096446700508,0.6649746192893401,0,0,0,0,0,0,0,0,0,0.01015228426395939,0.01015228426395939,0.12690355329949238,0.2436548223350254,0.25380710659898476,0.29949238578680204,0.06091370558375635,0.00507614213197969
Q,Human health and social work activities,2014,NA,NA,4,4.467105263157895,NA,NA,NA,2076.5801435406697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.52511961722488,43.40968899521531,NA,NA,NA,NA,NA,269.36766347680026,149.3818879584749,NA,NA,NA,NA,569.13148923439,NA,748.920494417787,25.497378389120815,NA,26.66598883569378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.75787863993423,NA,NA,NA,NA,NA,NA,3851.343301435407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18839712918660287,0.7422248803827751,0.00179425837320574,0,0,0,0,0,0,0,0,0.01854066985645933,0.01854066985645933,0.1680622009569378,0.22966507177033493,0.26973684210526316,0.21351674641148324,0.09569377990430622,0.00478468899521531
J,Information and communication,2014,NA,NA,4,4.333333333333333,NA,NA,NA,2031.782178217822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.51155115511551,42.37953795379538,NA,NA,NA,NA,NA,36.678492849240925,36.44746974693069,NA,NA,NA,NA,1026.88641364132,NA,1027.1438393838944,32.83234323429043,NA,33.4990099009571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.2495791690099,NA,NA,NA,NA,NA,NA,2830.6072607260726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7458745874587459,0.37623762376237624,0,0,0,0,0,0,0,0,0,0.0132013201320132,0.0132013201320132,0.1188118811881188,0.3234323432343234,0.32673267326732675,0.1353135313531353,0.07920792079207921,0.0033003300330033
C,Manufacturing,2014,NA,NA,4,4.448753462603878,NA,NA,NA,2046.0180055401663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.33102493074792,44.22160664819945,NA,NA,NA,NA,NA,36.26973684209141,36.247114496745155,NA,NA,NA,NA,175.62488457984765,NA,175.6409279778255,33.242151431177284,NA,34.163550323144044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.9437079843629,NA,NA,NA,NA,NA,NA,5196.6398891966755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7797783933518005,0.5096952908587258,0.00138504155124653,0,0,0,0,0,0,0,0,0.02354570637119113,0.02354570637119113,0.16204986149584488,0.19390581717451524,0.26454293628808867,0.25346260387811637,0.09833795013850416,0.00415512465373961
B,Mining and quarrying,2014,NA,NA,4,4.488636363636363,NA,NA,NA,2094.9242424242425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.20454545454545,43.10227272727273,NA,NA,NA,NA,NA,37.00631313128788,35.92361111109849,NA,NA,NA,NA,36.80808080806818,NA,37.84154040401515,31.28503787878788,NA,32.07481060606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.0255974668561,NA,NA,NA,NA,NA,NA,4464.17803030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7992424242424242,0.6742424242424242,0,0,0,0,0,0,0,0,0,0.01136363636363636,0.01136363636363636,0.1553030303030303,0.2272727272727273,0.3409090909090909,0.21212121212121213,0.05303030303030303,0
S,Other service activities,2014,NA,NA,4,4.583815028901734,NA,NA,NA,2096.6531791907514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.72832369942196,44.63583815028902,NA,NA,NA,NA,NA,31.73747591520231,30.944123314046244,NA,NA,NA,NA,32.09007707127168,NA,610.8429672446821,27.877649325606935,NA,28.909441233121388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.5029519415029,NA,NA,NA,NA,NA,NA,4057.710982658959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36416184971098264,0.37572254335260113,0,0,0,0,0,0,0,0,0,0.05780346820809248,0.05780346820809248,0.15606936416184972,0.1907514450867052,0.18497109826589592,0.24855491329479767,0.15028901734104047,0.01156069364161849
M,"Professional, scientific and technical activities",2014,NA,NA,4,4.548133595284872,NA,NA,NA,2037.361493123772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.00392927308448,43.90373280943025,NA,NA,NA,NA,NA,35.34070072033399,34.96512770133595,NA,NA,NA,NA,624.8821218074263,NA,625.2910936476425,30.94171578253438,NA,31.592501637151276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.2183690165619,NA,NA,NA,NA,NA,NA,2843.483300589391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6267190569744597,0.3693516699410609,0,0,0,0,0,0,0,0,0,0.01571709233791748,0.01571709233791748,0.15324165029469547,0.24950884086444008,0.26129666011787817,0.21021611001964635,0.10609037328094302,0.00392927308447937
O,Public administration and defence; compulsory social security,2014,NA,NA,4,4.5357737104825295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.84692179700499,45.71880199667221,NA,NA,NA,NA,NA,202.4330282861564,202.09955629502497,NA,NA,NA,NA,535.4477260121631,NA,535.8444259567054,30.204936217387687,NA,30.756100942845254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.2579269055075,NA,NA,NA,NA,NA,NA,2808.314475873544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4891846921797005,0.8502495840266223,0.0016638935108153,0,0,0,0,0,0,0,0,0.00998336106489184,0.00998336106489184,0.1314475873544093,0.1713810316139767,0.3144758735440932,0.2612312811980033,0.108153078202995,0.00332778702163061
L,Real estate activities,2014,NA,NA,4,4.580645161290323,NA,NA,NA,2092.440860215054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.526881720430104,45.44086021505376,NA,NA,NA,NA,NA,36.59139784935484,36.48387096763441,NA,NA,NA,NA,1111.5322580644086,NA,1111.7473118278494,32.21774193548387,NA,32.56930020408602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.8917851123656,NA,NA,NA,NA,NA,NA,3549.924731182796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6021505376344086,0.1720430107526882,0,0,0,0,0,0,0,0,0,0.01075268817204301,0.01075268817204301,0.1720430107526882,0.2043010752688172,0.2043010752688172,0.24731182795698925,0.15053763440860216,0.01075268817204301
H,Transportation and storage,2014,NA,NA,4,4.422037422037422,NA,NA,NA,2169.1122661122663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.688149688149686,45.58419958419958,NA,NA,NA,NA,NA,36.415488565467776,35.56018711016632,NA,NA,NA,NA,660.2556133055925,NA,661.135862785842,32.22234927232848,NA,33.43473406224532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.41746953424115,NA,NA,NA,NA,NA,NA,5836.006237006237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8045738045738046,0.525987525987526,0.00207900207900207,0,0,0,0,0,0,0,0,0.00831600831600831,0.00831600831600831,0.1392931392931393,0.21621621621621623,0.2224532224532225,0.29521829521829523,0.11434511434511437,0.00415800415800415
E,"Water supply; sewerage, waste management and remediation activities",2014,NA,NA,4,4.653061224489796,NA,NA,NA,2168.387755102041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.224489795918366,45.10204081632653,NA,NA,NA,NA,NA,36.5901360544898,36.63775510204081,NA,NA,NA,NA,38.307823129183674,NA,38.14115646265306,30.0765306122449,NA,31.746598639387756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.92854246836737,NA,NA,NA,NA,NA,NA,5607.040816326531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8367346938775511,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0.12244897959183672,0.2653061224489796,0.2857142857142857,0.20408163265306123,0.12244897959183672,0
