date,year,quarter,shortname,number_of_employees,number_of_jobs_employments,average_monthly_basic_earnings_nok,average_monthly_earnings_nok,index_of_average_monthly_basic_earnings,index_of_average_monthly_earnings,code_indus,parentcode_indus,consumption_group,month,consumer_price_index_2015_100,monthly_change_per_cent,x12_month_rate_per_cent,consumer_price_index_weights,output_at_basic_values_current_prices_nok_million,intermediate_consumption_current_prices_nok_million,value_added_at_basic_prices_current_prices_nok_million,compensation_of_employees_current_prices_nok_million,taxes_on_production_current_prices_nok_million,subsidies_on_production_current_prices_nok_million,consumption_of_fixed_capital_current_prices_nok_million,operation_surplus_current_prices_nok_million,output_at_basic_values_constant_2015_price_nok_million,intermediate_consumption_constant_2015_prices_nok_million,value_added_at_basic_prices_constant_2015_prices_nok_million,output_at_basic_values_annual_change_in_volume_per_cent,intermediate_consumption_annual_change_in_volume_per_cent,value_added_at_basic_prices_annual_change_in_volume_per_cent,output_at_basic_values_annual_change_in_prices_per_cent,intermediate_consumption_annual_change_in_prices_per_cent,value_added_at_basic_prices_annual_change_in_prices_per_cent,industry
2016-03-31,2016,1,Unspecified,1224,1562,49180,49600,100,100,00,00.0,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2016-06-30,2016,2,Unspecified,1215,1653,46320,50690,94.2,102.2,00,00.0,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2016-09-30,2016,3,Unspecified,1236,1630,52420,52530,106.6,105.9,00,00.0,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2016-12-31,2016,4,Unspecified,1186,1586,48050,49190,97.7,99.2,00,00.0,All-item index,12,104.4,-0.5,3.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2017-03-31,2017,1,Unspecified,890,1186,46430,51890,94.4,104.6,00,00.0,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2017-06-30,2017,2,Unspecified,858,1124,47400,47920,96.4,96.6,00,00.0,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2017-09-30,2017,3,Unspecified,649,860,46890,50480,95.3,101.8,00,00.0,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2017-12-31,2017,4,Unspecified,745,1000,49230,49700,100.1,100.2,00,00.0,All-item index,12,106.1,0,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2018-03-31,2018,1,Unspecified,713,896,51260,54010,104.2,108.9,00,00.0,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2018-06-30,2018,2,Unspecified,809,1055,49630,54180,100.9,109.2,00,00.0,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2018-09-30,2018,3,Unspecified,747,956,51380,51490,104.5,103.8,00,00.0,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2018-12-31,2018,4,Unspecified,730,988,53350,54610,108.5,110.1,00,00.0,All-item index,12,109.8,0,3.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2019-03-31,2019,1,Unspecified,871,1078,60260,66620,122.5,134.3,00,00.0,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2019-06-30,2019,2,Unspecified,921,1209,57820,58100,117.6,117.1,00,00.0,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2019-09-30,2019,3,Unspecified,938,1167,59000,59640,120,120.2,00,00.0,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2019-12-31,2019,4,Unspecified,1004,1351,59500,60130,121,121.2,00,00.0,All-item index,12,111.3,-0.3,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2020-03-31,2020,1,Unspecified,1079,1485,58650,61620,119.3,124.2,00,00.0,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2020-06-30,2020,2,Unspecified,1296,1735,56770,56990,115.4,114.9,00,00.0,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2020-09-30,2020,3,Unspecified,1261,1722,59730,60310,121.5,121.6,00,00.0,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2020-12-31,2020,4,Unspecified,1380,1892,61970,62810,126,126.6,00,00.0,All-item index,12,112.9,0.4,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2021-03-31,2021,1,Unspecified,1490,2003,64180,72920,130.5,147,00,00.0,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2021-06-30,2021,2,Unspecified,1607,2092,66520,68010,135.3,137.1,00,00.0,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2021-09-30,2021,3,Unspecified,1590,2106,65950,67500,134.1,136.1,00,00.0,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2021-12-31,2021,4,Unspecified,1841,2389,66370,67130,135,135.3,00,00.0,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2022-03-31,2022,1,Unspecified,1699,2199,69440,75900,141.2,153,00,00.0,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2022-06-30,2022,2,Unspecified,1731,2252,70680,71850,143.7,144.9,00,00.0,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2022-09-30,2022,3,Unspecified,1640,2145,67050,68980,136.3,139.1,00,00.0,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2022-12-31,2022,4,Unspecified,1881,2473,64750,66470,131.7,134,00,00.0,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified or unidentifiable industry
2016-03-31,2016,1,"Crop and animal production, hunting",12873,15955,28810,29270,100,100,01,A,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2016-06-30,2016,2,"Crop and animal production, hunting",16203,19916,28250,28750,98.1,98.2,01,A,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2016-09-30,2016,3,"Crop and animal production, hunting",21341,26133,26940,27320,93.5,93.3,01,A,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2016-12-31,2016,4,"Crop and animal production, hunting",17577,22489,28580,29230,99.2,99.9,01,A,All-item index,12,104.4,-0.5,3.5,1000,38698,23080,15618,5464,202,11390,9774,11568,37745,22667,15078,1.5,1,2.2,2.5,1.8,3.6,"Crop and animal production, hunting and related service activities"
2017-03-31,2017,1,"Crop and animal production, hunting",13352,16419,29050,29440,100.8,100.6,01,A,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2017-06-30,2017,2,"Crop and animal production, hunting",16655,20475,28230,28640,98,97.8,01,A,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2017-09-30,2017,3,"Crop and animal production, hunting",21947,26839,27440,27790,95.2,94.9,01,A,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2017-12-31,2017,4,"Crop and animal production, hunting",17599,22650,29080,29470,100.9,100.7,01,A,All-item index,12,106.1,0,1.6,1000,38662,23481,15181,5645,212,11206,9899,10631,37915,22758,15156,0.4,0.4,0.5,-0.5,1.3,-3.3,"Crop and animal production, hunting and related service activities"
2018-03-31,2018,1,"Crop and animal production, hunting",13636,16871,29740,30250,103.2,103.3,01,A,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2018-06-30,2018,2,"Crop and animal production, hunting",17040,20973,29220,29620,101.4,101.2,01,A,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2018-09-30,2018,3,"Crop and animal production, hunting",21139,26123,28070,28460,97.4,97.2,01,A,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2018-12-31,2018,4,"Crop and animal production, hunting",17338,22223,29950,30520,104,104.3,01,A,All-item index,12,109.8,0,3.5,1000,37661,24268,13393,5832,202,11802,10187,8974,35719,22385,13305,-5.8,-1.6,-12.2,3.4,5.1,0.5,"Crop and animal production, hunting and related service activities"
2019-03-31,2019,1,"Crop and animal production, hunting",13648,16849,30740,31570,106.7,107.9,01,A,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2019-06-30,2019,2,"Crop and animal production, hunting",16997,21064,30170,30670,104.7,104.8,01,A,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2019-09-30,2019,3,"Crop and animal production, hunting",21624,26662,29190,29590,101.3,101.1,01,A,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2019-12-31,2019,4,"Crop and animal production, hunting",17270,22298,31100,31640,107.9,108.1,01,A,All-item index,12,111.3,-0.3,1.4,1000,39033,24532,14501,6036,205,12547,10249,10558,37560,22144,15494,5.2,-1.1,16.4,-1.4,2.2,-7,"Crop and animal production, hunting and related service activities"
2020-03-31,2020,1,"Crop and animal production, hunting",13577,16870,31840,32430,110.5,110.8,01,A,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2020-06-30,2020,2,"Crop and animal production, hunting",16219,19910,31370,32150,108.9,109.8,01,A,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2020-09-30,2020,3,"Crop and animal production, hunting",21033,25970,29950,30370,104,103.8,01,A,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2020-12-31,2020,4,"Crop and animal production, hunting",16883,21864,32360,33110,112.3,113.1,01,A,All-item index,12,112.9,0.4,1.4,1000,41408,25224,16184,6131,214,13186,10500,12525,37835,23007,14777,0.7,3.9,-4.6,5.3,-1,17,"Crop and animal production, hunting and related service activities"
2021-03-31,2021,1,"Crop and animal production, hunting",13413,16565,33390,34100,115.9,116.5,01,A,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2021-06-30,2021,2,"Crop and animal production, hunting",16541,20758,32620,33210,113.2,113.5,01,A,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2021-09-30,2021,3,"Crop and animal production, hunting",20775,26390,31390,31800,109,108.6,01,A,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2021-12-31,2021,4,"Crop and animal production, hunting",17289,22755,33620,34220,116.7,116.9,01,A,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2022-03-31,2022,1,"Crop and animal production, hunting",13695,17082,34720,35300,120.5,120.6,01,A,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2022-06-30,2022,2,"Crop and animal production, hunting",16953,21443,33900,34560,117.7,118.1,01,A,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2022-09-30,2022,3,"Crop and animal production, hunting",20478,26229,32910,33440,114.2,114.2,01,A,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2022-12-31,2022,4,"Crop and animal production, hunting",17500,23170,35060,35840,121.7,122.4,01,A,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crop and animal production, hunting and related service activities"
2016-03-31,2016,1,Forestry and logging,2141,2320,36460,37050,100,100,02,A,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2016-06-30,2016,2,Forestry and logging,2495,2692,35670,36230,97.8,97.8,02,A,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2016-09-30,2016,3,Forestry and logging,2903,3145,34810,35100,95.5,94.7,02,A,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2016-12-31,2016,4,Forestry and logging,2755,2985,35710,36250,97.9,97.8,02,A,All-item index,12,104.4,-0.5,3.5,1000,7919,3037,4882,1311,16,319,1242,2632,7994,2984,5010,-1.2,1.1,-2.5,-0.9,1.8,-2.6,Forestry and logging
2017-03-31,2017,1,Forestry and logging,2330,2516,36900,37380,101.2,100.9,02,A,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2017-06-30,2017,2,Forestry and logging,2694,2916,35880,36480,98.4,98.5,02,A,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2017-09-30,2017,3,Forestry and logging,3038,3262,35390,35630,97.1,96.2,02,A,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2017-12-31,2017,4,Forestry and logging,2895,3174,36330,36660,99.6,98.9,02,A,All-item index,12,106.1,0,1.6,1000,8540,3148,5392,1409,15,343,1268,3043,8383,2974,5415,4.9,-0.3,8.1,2.8,4,2.2,Forestry and logging
2018-03-31,2018,1,Forestry and logging,2447,2626,37460,38170,102.7,103,02,A,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2018-06-30,2018,2,Forestry and logging,2646,2879,36830,37500,101,101.2,02,A,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2018-09-30,2018,3,Forestry and logging,3060,3307,36330,36820,99.6,99.4,02,A,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2018-12-31,2018,4,Forestry and logging,3116,3396,37250,38020,102.2,102.6,02,A,All-item index,12,109.8,0,3.5,1000,10107,3429,6678,1482,15,330,1333,4178,8611,3118,5497,2.7,4.8,1.5,15.2,3.9,22,Forestry and logging
2019-03-31,2019,1,Forestry and logging,2494,2690,38830,39500,106.5,106.6,02,A,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2019-06-30,2019,2,Forestry and logging,2812,3039,37890,38870,103.9,104.9,02,A,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2019-09-30,2019,3,Forestry and logging,3280,3548,37110,37560,101.8,101.4,02,A,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2019-12-31,2019,4,Forestry and logging,3275,3539,38410,39330,105.3,106.2,02,A,All-item index,12,111.3,-0.3,1.4,1000,10829,3610,7219,1614,16,375,1363,4601,8742,3247,5506,1.5,4.1,0.2,5.5,1.1,7.9,Forestry and logging
2020-03-31,2020,1,Forestry and logging,2596,2803,39840,40840,109.3,110.2,02,A,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2020-06-30,2020,2,Forestry and logging,2792,3019,39940,40860,109.5,110.3,02,A,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2020-09-30,2020,3,Forestry and logging,3178,3453,38670,39070,106.1,105.5,02,A,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2020-12-31,2020,4,Forestry and logging,3003,3261,39550,40320,108.5,108.8,02,A,All-item index,12,112.9,0.4,1.4,1000,9599,3661,5938,1635,15,512,1447,3353,8481,3335,5185,-3,2.7,-5.8,-8.6,-1.3,-12.7,Forestry and logging
2021-03-31,2021,1,Forestry and logging,2509,2707,41270,42100,113.2,113.6,02,A,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2021-06-30,2021,2,Forestry and logging,2690,2900,41070,42360,112.6,114.3,02,A,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2021-09-30,2021,3,Forestry and logging,3048,3329,40300,40810,110.5,110.1,02,A,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2021-12-31,2021,4,Forestry and logging,3015,3313,41030,42040,112.5,113.5,02,A,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2022-03-31,2022,1,Forestry and logging,2612,2840,43140,44890,118.3,121.2,02,A,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2022-06-30,2022,2,Forestry and logging,2936,3166,42700,43790,117.1,118.2,02,A,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2022-09-30,2022,3,Forestry and logging,3320,3586,42130,42390,115.6,114.4,02,A,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2022-12-31,2022,4,Forestry and logging,3215,3493,43200,44420,118.5,119.9,02,A,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forestry and logging
2016-03-31,2016,1,Fishing and aquaculture,7918,8349,41110,44180,100,100,03,A,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2016-06-30,2016,2,Fishing and aquaculture,8173,8642,41380,45840,100.7,103.8,03,A,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2016-09-30,2016,3,Fishing and aquaculture,9304,9871,39940,41930,97.2,94.9,03,A,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2016-12-31,2016,4,Fishing and aquaculture,9047,9660,41670,44270,101.4,100.2,03,A,All-item index,12,104.4,-0.5,3.5,1000,92663,49786,42877,6190,780,794,3431,33270,71491,47977,23514,-0.6,5.7,-11.2,29.6,3.8,82.3,Fishing and aquaculture
2017-03-31,2017,1,Fishing and aquaculture,8753,9223,42470,47500,103.3,107.5,03,A,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2017-06-30,2017,2,Fishing and aquaculture,8999,9522,42600,50600,103.6,114.5,03,A,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2017-09-30,2017,3,Fishing and aquaculture,10367,11069,41220,42810,100.3,96.9,03,A,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2017-12-31,2017,4,Fishing and aquaculture,10020,10637,43010,45150,104.6,102.2,03,A,All-item index,12,106.1,0,1.6,1000,97420,54230,43190,6960,798,836,3902,32366,75922,51262,24794,6.2,6.8,5.4,-1,1.9,-4.5,Fishing and aquaculture
2018-03-31,2018,1,Fishing and aquaculture,9444,9950,43690,47090,106.3,106.6,03,A,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2018-06-30,2018,2,Fishing and aquaculture,9512,10051,43900,51850,106.8,117.4,03,A,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2018-09-30,2018,3,Fishing and aquaculture,10970,11648,42490,44260,103.4,100.2,03,A,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2018-12-31,2018,4,Fishing and aquaculture,10600,11245,44350,47200,107.9,106.8,03,A,All-item index,12,109.8,0,3.5,1000,103033,58325,44708,7657,855,781,4595,32382,78143,53020,25362,2.9,3.4,2.3,2.8,4,1.2,Fishing and aquaculture
2019-03-31,2019,1,Fishing and aquaculture,10317,10848,44900,48210,109.2,109.1,03,A,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2019-06-30,2019,2,Fishing and aquaculture,10437,11079,45380,49320,110.4,111.6,03,A,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2019-09-30,2019,3,Fishing and aquaculture,11790,12539,43920,45420,106.8,102.8,03,A,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2019-12-31,2019,4,Fishing and aquaculture,11442,12153,45790,48150,111.4,109,03,A,All-item index,12,111.3,-0.3,1.4,1000,109614,67220,42394,8378,893,749,4947,28925,81441,58407,24467,4.2,10.2,-3.5,2.1,4.6,-1.7,Fishing and aquaculture
2020-03-31,2020,1,Fishing and aquaculture,11111,11701,46660,50110,113.5,113.4,03,A,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
