date,year,quarter,shortname,number_of_employees,number_of_jobs_employments,average_monthly_basic_earnings_nok,average_monthly_earnings_nok,index_of_average_monthly_basic_earnings,index_of_average_monthly_earnings,code_indus,parentcode_indus,consumption_group,month,consumer_price_index_2015_100,monthly_change_per_cent,x12_month_rate_per_cent,consumer_price_index_weights,output_at_basic_values_current_prices_nok_million,intermediate_consumption_current_prices_nok_million,value_added_at_basic_prices_current_prices_nok_million,compensation_of_employees_current_prices_nok_million,taxes_on_production_current_prices_nok_million,subsidies_on_production_current_prices_nok_million,consumption_of_fixed_capital_current_prices_nok_million,operation_surplus_current_prices_nok_million,output_at_basic_values_constant_2015_price_nok_million,intermediate_consumption_constant_2015_prices_nok_million,value_added_at_basic_prices_constant_2015_prices_nok_million,output_at_basic_values_annual_change_in_volume_per_cent,intermediate_consumption_annual_change_in_volume_per_cent,value_added_at_basic_prices_annual_change_in_volume_per_cent,output_at_basic_values_annual_change_in_prices_per_cent,intermediate_consumption_annual_change_in_prices_per_cent,value_added_at_basic_prices_annual_change_in_prices_per_cent,industry
2020-12-31,2020,4,"Security, investigation activities",10368,11886,37010,39370,113.1,106.7,80,N,All-item index,12,112.9,0.4,1.4,1000,9093,2974,6119,5123,5,38,427,602,8805,2812,5978,-8.8,-12.3,-7,0.3,1.3,-0.2,Security and investigation activities
2021-03-31,2021,1,"Security, investigation activities",10415,11504,36880,42510,112.7,115.2,80,N,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Security and investigation activities
2021-06-30,2021,2,"Security, investigation activities",10337,11535,37150,41570,113.6,112.7,80,N,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Security and investigation activities
2021-09-30,2021,3,"Security, investigation activities",11003,13114,37040,39310,113.2,106.6,80,N,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Security and investigation activities
2021-12-31,2021,4,"Security, investigation activities",10988,13419,37530,40040,114.7,108.5,80,N,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Security and investigation activities
2022-03-31,2022,1,"Security, investigation activities",10836,12617,37780,43030,115.5,116.6,80,N,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Security and investigation activities
2022-06-30,2022,2,"Security, investigation activities",11297,13836,37600,42260,114.9,114.6,80,N,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Security and investigation activities
2022-09-30,2022,3,"Security, investigation activities",11654,14474,38160,40620,116.7,110.1,80,N,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Security and investigation activities
2022-12-31,2022,4,"Security, investigation activities",11616,14276,38480,41280,117.6,111.9,80,N,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Security and investigation activities
2016-03-31,2016,1,"Buildings, landscape service activities",46037,51594,33360,33960,100,100,81,N,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2016-06-30,2016,2,"Buildings, landscape service activities",47013,52637,33310,33910,99.9,99.9,81,N,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2016-09-30,2016,3,"Buildings, landscape service activities",50298,56504,33480,33900,100.4,99.8,81,N,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2016-12-31,2016,4,"Buildings, landscape service activities",48005,53894,34050,34560,102.1,101.8,81,N,All-item index,12,104.4,-0.5,3.5,1000,24400,9471,14929,12111,34,39,787,2036,23633,9275,14358,-1,0.7,-2.2,3.2,2.1,4,Services to buildings and landscape activities
2017-03-31,2017,1,"Buildings, landscape service activities",47735,53523,34180,34740,102.5,102.3,81,N,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2017-06-30,2017,2,"Buildings, landscape service activities",48778,54828,34220,34990,102.6,103,81,N,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2017-09-30,2017,3,"Buildings, landscape service activities",52002,58590,34220,34690,102.6,102.1,81,N,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2017-12-31,2017,4,"Buildings, landscape service activities",49581,56053,34870,35420,104.5,104.3,81,N,All-item index,12,106.1,0,1.6,1000,25364,9900,15464,12813,38,52,788,1877,24102,9537,14566,2,2.8,1.4,1.9,1.7,2.1,Services to buildings and landscape activities
2018-03-31,2018,1,"Buildings, landscape service activities",49152,55568,35040,35720,105,105.2,81,N,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2018-06-30,2018,2,"Buildings, landscape service activities",50069,56492,35100,35850,105.2,105.6,81,N,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2018-09-30,2018,3,"Buildings, landscape service activities",53360,60418,35050,35600,105.1,104.8,81,N,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2018-12-31,2018,4,"Buildings, landscape service activities",51161,57815,35640,36270,106.8,106.8,81,N,All-item index,12,109.8,0,3.5,1000,28215,11236,16979,13620,38,60,800,2581,26224,10539,15689,8.8,10.5,7.7,2.2,2.7,1.9,Services to buildings and landscape activities
2019-03-31,2019,1,"Buildings, landscape service activities",50596,57051,35850,36650,107.5,107.9,81,N,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2019-06-30,2019,2,"Buildings, landscape service activities",51523,58208,35900,36740,107.6,108.2,81,N,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2019-09-30,2019,3,"Buildings, landscape service activities",54156,61642,36040,36580,108,107.7,81,N,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2019-12-31,2019,4,"Buildings, landscape service activities",51517,58550,36820,37430,110.4,110.2,81,N,All-item index,12,111.3,-0.3,1.4,1000,29099,12045,17054,14547,39,73,839,1702,26203,10991,15225,-0.1,4.3,-3,3.2,2.8,3.5,Services to buildings and landscape activities
2020-03-31,2020,1,"Buildings, landscape service activities",50315,57376,36990,37830,110.9,111.4,81,N,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2020-06-30,2020,2,"Buildings, landscape service activities",49818,55614,37180,37920,111.5,111.7,81,N,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2020-09-30,2020,3,"Buildings, landscape service activities",52297,59305,36720,37150,110.1,109.4,81,N,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2020-12-31,2020,4,"Buildings, landscape service activities",51210,58151,37250,37870,111.7,111.5,81,N,All-item index,12,112.9,0.4,1.4,1000,29285,11627,17658,14434,40,175,858,2501,26266,10412,15853,0.2,-5.3,4.1,0.4,1.9,-0.6,Services to buildings and landscape activities
2021-03-31,2021,1,"Buildings, landscape service activities",50324,56809,37780,38420,113.2,113.1,81,N,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2021-06-30,2021,2,"Buildings, landscape service activities",50742,57171,37910,38660,113.6,113.8,81,N,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2021-09-30,2021,3,"Buildings, landscape service activities",53828,61978,38130,38600,114.3,113.7,81,N,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2021-12-31,2021,4,"Buildings, landscape service activities",52080,60177,38920,39470,116.7,116.2,81,N,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2022-03-31,2022,1,"Buildings, landscape service activities",51646,59249,39200,39820,117.5,117.3,81,N,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2022-06-30,2022,2,"Buildings, landscape service activities",52708,60814,39250,40230,117.7,118.5,81,N,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2022-09-30,2022,3,"Buildings, landscape service activities",55370,64228,39530,39990,118.5,117.8,81,N,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2022-12-31,2022,4,"Buildings, landscape service activities",53022,61376,40530,41190,121.5,121.3,81,N,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Services to buildings and landscape activities
2016-03-31,2016,1,Business support activities,13277,14105,42550,49500,100,100,82,N,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2016-06-30,2016,2,Business support activities,13391,14149,42370,46320,99.6,93.6,82,N,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2016-09-30,2016,3,Business support activities,13420,14180,42300,43560,99.4,88,82,N,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2016-12-31,2016,4,Business support activities,13831,14698,42040,44050,98.8,89,82,N,All-item index,12,104.4,-0.5,3.5,1000,28453,17859,10594,8311,8,59,976,1358,27767,17408,10359,1.8,2.8,0.3,2.5,2.6,2.3,"Office administrative, office support and other business support activities"
2017-03-31,2017,1,Business support activities,13432,14222,42550,50180,100,101.4,82,N,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2017-06-30,2017,2,Business support activities,13607,14506,43020,48140,101.1,97.3,82,N,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2017-09-30,2017,3,Business support activities,13878,14821,42930,44140,100.9,89.2,82,N,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2017-12-31,2017,4,Business support activities,14238,15257,42800,44500,100.6,89.9,82,N,All-item index,12,106.1,0,1.6,1000,28748,17658,11090,8529,11,97,1371,1276,27743,17080,10663,-0.1,-1.9,2.9,1.1,0.8,1.7,"Office administrative, office support and other business support activities"
2018-03-31,2018,1,Business support activities,13826,14692,43250,48240,101.6,97.5,82,N,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2018-06-30,2018,2,Business support activities,13903,14842,43380,46380,102,93.7,82,N,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2018-09-30,2018,3,Business support activities,14056,14929,43510,44560,102.3,90,82,N,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2018-12-31,2018,4,Business support activities,13596,14424,43910,45700,103.2,92.3,82,N,All-item index,12,109.8,0,3.5,1000,28962,17453,11509,8893,12,79,1380,1303,27328,16637,10690,-1.5,-2.6,0.3,2.3,1.5,3.5,"Office administrative, office support and other business support activities"
2019-03-31,2019,1,Business support activities,13377,14241,44460,53920,104.5,108.9,82,N,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2019-06-30,2019,2,Business support activities,13296,14238,44670,47290,105,95.5,82,N,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2019-09-30,2019,3,Business support activities,13564,14401,44930,46010,105.6,92.9,82,N,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2019-12-31,2019,4,Business support activities,13543,14491,45160,46900,106.1,94.7,82,N,All-item index,12,111.3,-0.3,1.4,1000,29262,17293,11969,9010,17,91,1450,1583,26829,16004,10816,-1.8,-3.8,1.2,2.9,3,2.8,"Office administrative, office support and other business support activities"
2020-03-31,2020,1,Business support activities,13754,14627,45600,51900,107.2,104.8,82,N,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2020-06-30,2020,2,Business support activities,13124,13627,45450,49160,106.8,99.3,82,N,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2020-09-30,2020,3,Business support activities,12868,13544,45560,46660,107.1,94.3,82,N,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2020-12-31,2020,4,Business support activities,13322,14309,46270,47860,108.7,96.7,82,N,All-item index,12,112.9,0.4,1.4,1000,27984,15922,12062,9061,16,195,1415,1765,25115,14440,10654,-6.4,-9.8,-1.5,2.2,2,2.3,"Office administrative, office support and other business support activities"
2021-03-31,2021,1,Business support activities,13204,14114,46660,52820,109.7,106.7,82,N,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2021-06-30,2021,2,Business support activities,13160,14191,47160,50640,110.8,102.3,82,N,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2021-09-30,2021,3,Business support activities,13236,14496,47840,48950,112.4,98.9,82,N,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2021-12-31,2021,4,Business support activities,13800,15549,48100,50000,113,101,82,N,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2022-03-31,2022,1,Business support activities,13287,14596,48900,54270,114.9,109.6,82,N,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2022-06-30,2022,2,Business support activities,13016,14009,49660,53420,116.7,107.9,82,N,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2022-09-30,2022,3,Business support activities,13131,14109,50550,51950,118.8,104.9,82,N,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2022-12-31,2022,4,Business support activities,13616,14865,50810,52700,119.4,106.5,82,N,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Office administrative, office support and other business support activities"
2016-03-31,2016,1,"Public adm., defence, soc. security",164173,177200,43940,46240,100,100,84,O,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2016-06-30,2016,2,"Public adm., defence, soc. security",165139,178951,44010,46370,100.2,100.3,84,O,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2016-09-30,2016,3,"Public adm., defence, soc. security",165540,178519,44040,45220,100.2,97.8,84,O,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2016-12-31,2016,4,"Public adm., defence, soc. security",166808,181309,44940,46810,102.3,101.2,84,O,All-item index,12,104.4,-0.5,3.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2017-03-31,2017,1,"Public adm., defence, soc. security",165890,179641,45290,47320,103.1,102.3,84,O,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2017-06-30,2017,2,"Public adm., defence, soc. security",166438,180305,45360,47550,103.2,102.8,84,O,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2017-09-30,2017,3,"Public adm., defence, soc. security",167721,181336,45320,46660,103.1,100.9,84,O,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2017-12-31,2017,4,"Public adm., defence, soc. security",169047,183812,46180,48290,105.1,104.4,84,O,All-item index,12,106.1,0,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2018-03-31,2018,1,"Public adm., defence, soc. security",168473,182377,46230,48280,105.2,104.4,84,O,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2018-06-30,2018,2,"Public adm., defence, soc. security",168286,182517,46390,48990,105.6,105.9,84,O,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2018-09-30,2018,3,"Public adm., defence, soc. security",170022,183791,46470,47720,105.8,103.2,84,O,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2018-12-31,2018,4,"Public adm., defence, soc. security",169900,185114,47630,50700,108.4,109.6,84,O,All-item index,12,109.8,0,3.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2019-03-31,2019,1,"Public adm., defence, soc. security",169002,183548,48010,50420,109.3,109,84,O,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2019-06-30,2019,2,"Public adm., defence, soc. security",169182,184081,48200,50320,109.7,108.8,84,O,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2019-09-30,2019,3,"Public adm., defence, soc. security",171032,185366,48310,49820,109.9,107.7,84,O,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2019-12-31,2019,4,"Public adm., defence, soc. security",170369,186112,49450,51880,112.5,112.2,84,O,All-item index,12,111.3,-0.3,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2020-03-31,2020,1,"Public adm., defence, soc. security",170281,184955,49690,52280,113.1,113.1,84,O,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2020-06-30,2020,2,"Public adm., defence, soc. security",170267,183465,49790,52460,113.3,113.5,84,O,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2020-09-30,2020,3,"Public adm., defence, soc. security",172015,185480,49320,50840,112.2,109.9,84,O,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2020-12-31,2020,4,"Public adm., defence, soc. security",173671,188861,49980,52240,113.7,113,84,O,All-item index,12,112.9,0.4,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2021-03-31,2021,1,"Public adm., defence, soc. security",173160,187849,50210,52810,114.3,114.2,84,O,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2021-06-30,2021,2,"Public adm., defence, soc. security",174293,188921,50310,53270,114.5,115.2,84,O,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2021-09-30,2021,3,"Public adm., defence, soc. security",177213,192860,50300,51750,114.5,111.9,84,O,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2021-12-31,2021,4,"Public adm., defence, soc. security",176786,193453,51960,54910,118.3,118.8,84,O,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2022-03-31,2022,1,"Public adm., defence, soc. security",176048,191361,52310,54850,119,118.6,84,O,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2022-06-30,2022,2,"Public adm., defence, soc. security",175773,191029,52440,55440,119.3,119.9,84,O,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2022-09-30,2022,3,"Public adm., defence, soc. security",177015,191927,52370,54050,119.2,116.9,84,O,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2022-12-31,2022,4,"Public adm., defence, soc. security",177067,193409,54260,57110,123.5,123.5,84,O,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public administration and defence; compulsory social security
2016-03-31,2016,1,Education,209553,237037,41900,42010,100,100,85,P,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Education
2016-06-30,2016,2,Education,212209,240558,41810,41950,99.8,99.9,85,P,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Education
2016-09-30,2016,3,Education,197401,219012,42310,42380,101,100.9,85,P,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Education
2016-12-31,2016,4,Education,212916,241450,42720,42880,102,102.1,85,P,All-item index,12,104.4,-0.5,3.5,1000,186085,35039,151046,122167,10,2388,27826,3431,185697,34358,151339,3.8,-2.6,5.3,0.2,2,-0.2,Education
2017-03-31,2017,1,Education,214184,242080,42880,43040,102.3,102.5,85,P,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Education
2017-06-30,2017,2,Education,215405,243863,42780,42920,102.1,102.2,85,P,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Education
2017-09-30,2017,3,Education,199633,220418,43310,43380,103.4,103.3,85,P,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Education
2017-12-31,2017,4,Education,216955,245985,43850,43980,104.7,104.7,85,P,All-item index,12,106.1,0,1.6,1000,193825,36470,157355,127096,10,2505,29146,3608,187067,35135,151921,0.7,2.3,0.4,3.4,1.8,3.8,Education
